8807	1
7754	2
8183	3
8004	4
8003	5
7248	6
7975	7
7649	8
7574	9
7925	10
8324	11
7790	12
8152	13
7218	14
7730	15
8109	16
8822	17
8713	18
6931	19
5989	20
5259	21
6914	22
5027	23
4273	24
1379	25
6474	26
1430	27
1	28
6047	29
3455	30
5015	31
6945	32
6656	33
4092	34
2053	35
1367	36
69	37
5726	38
4778	39
4812	40
2181	41
243	42
5261	43
4672	44
3029	45
4	46
3650	47
5270	48
117	49
6083	50
6752	51
293	52
1	53
4493	54
7723	55
7090	56
8513	57
38	58
5925	59
7432	60
4081	61
2310	62
6115	63
114	64
4532	65
1562	66
7513	67
7265	68
3677	69
796	70
11	71
8076	72
1255	73
2605	74
7433	75
2397	76
1964	77
1363	78
8277	79
6419	80
939	81
4436	82
4132	83
6818	84
49	85
6575	86
8483	87
4401	88
7440	89
4883	90
5643	91
4063	92
6	93
4643	94
82	95
4079	96
13	97
1831	98
19	99
7617	100
8733	101
449	102
2646	103
5	104
3617	105
1016	106
6893	107
6610	108
1643	109
501	110
5849	111
8942	112
4066	113
64	114
64	115
834	116
6271	117
2850	118
8806	119
1172	120
3410	121
732	122
7360	123
1851	124
2565	125
6946	126
6370	127
229	128
8682	129
3668	130
8230	131
5535	132
7815	133
2230	134
4734	135
6785	136
7384	137
8260	138
8174	139
1878	140
7108	141
8531	142
3215	143
8127	144
3277	145
8402	146
13	147
1966	148
92	149
1541	150
3732	151
6307	152
2559	153
8410	154
142	155
5446	156
8616	157
6041	158
1967	159
5368	160
7220	161
3837	162
8570	163
3680	164
6542	165
1591	166
7438	167
4932	168
8812	169
3502	170
1001	171
58	172
461	173
675	174
15	175
6095	176
4892	177
7331	178
6217	179
435	180
4751	181
6597	182
8709	183
6106	184
5021	185
227	186
8606	187
6872	188
5431	189
5343	190
6248	191
769	192
5576	193
4310	194
1137	195
6073	196
4616	197
5407	198
4624	199
267	200
2410	201
7382	202
1303	203
6632	204
39	205
5548	206
6772	207
8375	208
7065	209
7170	210
1045	211
147	212
6168	213
8753	214
7125	215
3454	216
8136	217
8587	218
5687	219
3835	220
872	221
1779	222
7779	223
5787	224
4657	225
1662	226
7737	227
2678	228
3511	229
3906	230
5652	231
2376	232
307	233
1083	234
2691	235
4	236
2801	237
1428	238
3643	239
8318	240
85	241
297	242
2373	243
1852	244
903	245
2554	246
3034	247
7437	248
6548	249
6877	250
164	251
3198	252
5498	253
32	254
5093	255
2111	256
5311	257
4746	258
2911	259
1	260
43	261
3002	262
8284	263
3339	264
405	265
8236	266
5167	267
7139	268
8590	269
3483	270
3445	271
7388	272
3543	273
1500	274
2711	275
4421	276
3596	277
2515	278
195	279
2214	280
6527	281
2299	282
197	283
3319	284
8901	285
7982	286
6694	287
4621	288
7776	289
247	290
7817	291
1022	292
3375	293
8	294
8656	295
55	296
8627	297
968	298
6342	299
2398	300
4120	301
4550	302
6292	303
4040	304
4818	305
6	306
24	307
39	308
469	309
5807	310
6204	311
7280	312
6424	313
8578	314
6711	315
3981	316
4566	317
5322	318
8214	319
8369	320
6200	321
5105	322
7909	323
7750	324
3367	325
6862	326
6525	327
5840	328
1035	329
7156	330
6364	331
62	332
5960	333
6192	334
5391	335
8684	336
6	337
162	338
7194	339
5596	340
6888	341
4380	342
8902	343
3414	344
5289	345
4682	346
8778	347
8240	348
6396	349
7444	350
774	351
2207	352
6579	353
459	354
1728	355
1073	356
1078	357
597	358
3	359
6260	360
6566	361
2213	362
8554	363
1634	364
7985	365
2785	366
7420	367
4159	368
1578	369
1197	370
150	371
7512	372
6445	373
8396	374
6666	375
2862	376
4658	377
15	378
983	379
248	380
5228	381
4343	382
7463	383
6644	384
4242	385
5805	386
8075	387
4133	388
3797	389
1	390
2236	391
1114	392
4267	393
12	394
5	395
6695	396
5076	397
5381	398
8313	399
8114	400
7320	401
4997	402
260	403
5491	404
516	405
70	406
2	407
4057	408
7539	409
5763	410
5160	411
2786	412
727	413
5875	414
5499	415
14	416
7523	417
3659	418
3296	419
998	420
4	421
196	422
2030	423
2268	424
2930	425
1899	426
5949	427
6648	428
2950	429
941	430
3630	431
3671	432
15	433
5874	434
4690	435
5930	436
701	437
8228	438
61	439
943	440
8624	441
809	442
3939	443
1706	444
1554	445
98	446
3408	447
2608	448
4684	449
1068	450
2194	451
1419	452
1957	453
735	454
6373	455
3444	456
7350	457
5245	458
116	459
2797	460
888	461
1685	462
953	463
2954	464
8440	465
5323	466
3012	467
5	468
2210	469
5172	470
1397	471
6900	472
3132	473
8423	474
6831	475
6589	476
1620	477
281	478
65	479
3094	480
7092	481
2628	482
23	483
5151	484
5176	485
86	486
5806	487
8725	488
2426	489
2842	490
6367	491
7966	492
5906	493
3157	494
6130	495
7379	496
2	497
8644	498
5526	499
7239	500
2602	501
4080	502
3306	503
486	504
4314	505
3947	506
13	507
2296	508
7283	509
5062	510
2832	511
5494	512
8446	513
7095	514
8895	515
13	516
5956	517
6927	518
8544	519
8426	520
5352	521
4351	522
5909	523
5181	524
3877	525
5692	526
1446	527
4086	528
4840	529
178	530
5856	531
2118	532
2	533
8823	534
6285	535
8066	536
5600	537
6609	538
5920	539
3	540
6754	541
4929	542
338	543
8107	544
1568	545
7362	546
1635	547
3353	548
6852	549
1113	550
7564	551
3139	552
8351	553
13	554
5439	555
4789	556
6582	557
7227	558
6352	559
5598	560
8608	561
3467	562
7147	563
2642	564
2776	565
2489	566
3703	567
578	568
6813	569
2247	570
4191	571
2502	572
6318	573
1	574
4	575
6891	576
5823	577
8238	578
3689	579
5335	580
7903	581
1547	582
8279	583
7119	584
605	585
6675	586
71	587
4504	588
5401	589
21	590
8642	591
8900	592
7740	593
4832	594
41	595
598	596
8504	597
2141	598
3841	599
8040	600
16	601
3153	602
5895	603
2271	604
1	605
8906	606
4029	607
4	608
4771	609
3142	610
4512	611
3858	612
10	613
2856	614
2386	615
3648	616
497	617
1124	618
1538	619
3442	620
6669	621
814	622
6944	623
2202	624
3259	625
4265	626
3777	627
19	628
6763	629
722	630
7952	631
3740	632
3781	633
1159	634
4722	635
6056	636
3743	637
1758	638
6293	639
354	640
681	641
1344	642
2303	643
6052	644
3729	645
8374	646
6700	647
4982	648
4085	649
7905	650
1790	651
6892	652
358	653
3446	654
1464	655
6490	656
690	657
7842	658
2596	659
8660	660
3754	661
25	662
5547	663
3308	664
822	665
3172	666
786	667
1305	668
4377	669
255	670
255	671
1972	672
8205	673
3766	674
1503	675
2403	676
1102	677
1043	678
639	679
3397	680
245	681
40	682
5952	683
947	684
4368	685
8200	686
7954	687
2571	688
2374	689
4671	690
3712	691
2756	692
272	693
2778	694
225	695
4183	696
9	697
6612	698
5899	699
4523	700
6731	701
21	702
6231	703
7936	704
6954	705
319	706
935	707
3764	708
1653	709
8927	710
8020	711
6166	712
8261	713
3180	714
7510	715
7596	716
2545	717
54	718
1134	719
2	720
2284	721
493	722
174	723
7	724
3254	725
4606	726
6626	727
1120	728
5798	729
2671	730
6629	731
5329	732
32	733
2035	734
8433	735
4226	736
1598	737
7104	738
5318	739
6114	740
5617	741
7051	742
1815	743
4639	744
4603	745
1927	746
8275	747
7004	748
6972	749
8577	750
2631	751
2411	752
5626	753
8273	754
1886	755
5	756
7044	757
2054	758
4473	759
3622	760
7135	761
8579	762
4890	763
1060	764
7687	765
2885	766
3315	767
8612	768
2796	769
7188	770
1828	771
2724	772
4645	773
2020	774
3593	775
986	776
12	777
6942	778
50	779
1622	780
7752	781
237	782
7222	783
1777	784
525	785
6824	786
5843	787
4044	788
2249	789
6039	790
4784	791
5915	792
5455	793
7554	794
2740	795
8846	796
771	797
3279	798
15	799
1596	800
7895	801
5651	802
5861	803
7991	804
4458	805
4049	806
3624	807
3568	808
4541	809
5389	810
1085	811
8135	812
6343	813
2257	814
1	815
8306	816
276	817
7658	818
8	819
7538	820
7976	821
4692	822
5799	823
7067	824
546	825
2610	826
5897	827
4775	828
7475	829
3156	830
7083	831
2429	832
1189	833
8605	834
7931	835
2251	836
7841	837
7448	838
8891	839
7643	840
4479	841
5148	842
8326	843
6028	844
2514	845
5	846
7655	847
1470	848
768	849
6792	850
1135	851
4886	852
5898	853
2491	854
8082	855
1105	856
6726	857
69	858
8449	859
1440	860
5612	861
12	862
3084	863
817	864
3952	865
1049	866
1848	867
4022	868
3280	869
5992	870
1260	871
3874	872
2318	873
6665	874
6909	875
10	876
8161	877
7169	878
233	879
7508	880
275	881
4067	882
5129	883
4908	884
221	885
3555	886
7206	887
6757	888
331	889
7836	890
54	891
2956	892
4	893
291	894
13	895
4204	896
11	897
4286	898
221	899
7705	900
3369	901
4232	902
2355	903
3526	904
1652	905
5505	906
2783	907
7	908
8462	909
3857	910
2258	911
3991	912
6769	913
1958	914
4501	915
6869	916
7348	917
1787	918
7580	919
1486	920
3968	921
174	922
6276	923
1308	924
7270	925
642	926
353	927
9	928
8363	929
25	930
4655	931
2431	932
3162	933
310	934
3087	935
5094	936
3870	937
344	938
8091	939
8562	940
2548	941
707	942
8083	943
8932	944
896	945
1667	946
3437	947
810	948
1548	949
4966	950
3331	951
8847	952
2112	953
870	954
3871	955
912	956
7225	957
4415	958
3237	959
2763	960
4101	961
3587	962
5349	963
8730	964
8878	965
7914	966
1	967
2298	968
2	969
6	970
8043	971
8670	972
7968	973
269	974
1711	975
4916	976
8520	977
51	978
7969	979
287	980
8749	981
17	982
1920	983
2073	984
4514	985
3175	986
6667	987
1813	988
7944	989
4108	990
1136	991
6101	992
391	993
3143	994
8165	995
2980	996
436	997
8746	998
6	999
5	1000
3282	1001
5545	1002
7301	1003
6762	1004
7	1005
2225	1006
7443	1007
1346	1008
8681	1009
7428	1010
4065	1011
788	1012
7013	1013
6366	1014
6738	1015
1743	1016
3827	1017
3316	1018
626	1019
2932	1020
3697	1021
1271	1022
3239	1023
3973	1024
2031	1025
52	1026
1042	1027
4045	1028
1109	1029
3890	1030
2086	1031
6080	1032
7864	1033
156	1034
2472	1035
1715	1036
315	1037
6570	1038
1010	1039
8938	1040
5067	1041
1121	1042
1314	1043
8756	1044
5850	1045
1343	1046
5640	1047
309	1048
72	1049
2190	1050
3863	1051
2287	1052
7683	1053
6522	1054
1951	1055
4127	1056
6341	1057
782	1058
298	1059
8877	1060
3359	1061
140	1062
4182	1063
5559	1064
6344	1065
4796	1066
7271	1067
5715	1068
2684	1069
6720	1070
7648	1071
6309	1072
6509	1073
5782	1074
1008	1075
3337	1076
6953	1077
56	1078
713	1079
7	1080
7726	1081
6400	1082
6620	1083
4810	1084
3458	1085
840	1086
8168	1087
23	1088
2450	1089
6496	1090
175	1091
5223	1092
6908	1093
25	1094
7396	1095
696	1096
4520	1097
3714	1098
719	1099
6209	1100
6155	1101
6751	1102
4	1103
7713	1104
8661	1105
5723	1106
3046	1107
8796	1108
7	1109
2128	1110
8085	1111
942	1112
2019	1113
5615	1114
7363	1115
5296	1116
5868	1117
8005	1118
7926	1119
41	1120
6112	1121
58	1122
8435	1123
15	1124
4509	1125
6882	1126
353	1127
7	1128
187	1129
7000	1130
6304	1131
853	1132
1413	1133
4301	1134
1945	1135
5087	1136
22	1137
39	1138
3786	1139
3144	1140
7034	1141
5366	1142
115	1143
8221	1144
4507	1145
11	1146
120	1147
6127	1148
4813	1149
1290	1150
1592	1151
7520	1152
1334	1153
7098	1154
6082	1155
1502	1156
1385	1157
5425	1158
4703	1159
664	1160
97	1161
4365	1162
161	1163
1942	1164
3159	1165
8247	1166
8837	1167
3868	1168
8041	1169
414	1170
2116	1171
4998	1172
4210	1173
2	1174
4763	1175
4891	1176
7335	1177
569	1178
4303	1179
7	1180
3908	1181
6020	1182
4112	1183
8339	1184
7416	1185
4517	1186
6551	1187
6	1188
795	1189
13	1190
4383	1191
171	1192
215	1193
8748	1194
8	1195
6611	1196
4055	1197
1445	1198
3422	1199
5357	1200
11	1201
2072	1202
2793	1203
6328	1204
6149	1205
226	1206
50	1207
13	1208
8943	1209
1195	1210
6416	1211
7377	1212
14	1213
4737	1214
3295	1215
89	1216
6703	1217
8693	1218
2682	1219
1775	1220
6529	1221
4876	1222
5789	1223
972	1224
7370	1225
4438	1226
7324	1227
8422	1228
4674	1229
