163	132	6	21.17
181	109	3	4.7
3235	14	3	12.04
1902	14	3	7.83
222	228	3	21.1
103	206	4	4.01
201	106	4	8.14
141	395	4	27.78
105	1100	4	26.79
2906	14	3	12.04
372	124	4	22.84
205	159	5	29.25
140	122	6	12.77
122	166	3	5.25
1693	14	3	5.89
2882	14	3	12.04
134	160	3	6.61
16	103	8	7.11
142	101	47	145.28
110	443	3	12.74
123	139	8	22.33
2804	1109	3	56.48
179	1	5	13.43
234	135	4	18.79
9	14	8	8.66
105	134	8	7.53
131	163	7	26.65
13	224	43	604.77
162	440	3	22.02
125	2208	3	28.03
1379	14	4	9
336	101	7	22.58
2102	147	3	31.98
2900	122	3	31.64
101	1564	3	15.07
657	122	3	18.23
102	1868	3	17.75
127	123	5	5.89
107	2816	3	27.46
2330	146	3	36.24
286	102	5	10.91
347	108	5	22.3
149	111	4	4.28
135	412	4	26.24
2976	14	3	12.04
407	104	5	20.38
125	14	63	13.75
107	914	4	25.62
112	194	5	14.07
103	361	4	10.84
114	722	4	24.75
365	335	3	30.45
118	111	19	37.53
1862	101	3	17.25
128	270	3	12.95
1339	14	3	4.59
103	485	6	25.68
192	109	4	8.7
879	122	4	29.88
229	407	4	38.86
2196	14	3	7.83
159	109	5	8.11
2302	14	3	7.83
240	121	3	10.09
145	183	3	11.08
706	450	3	37.31
174	110	8	23.99
109	143	8	14.51
181	133	5	19.95
114	1048	3	19.79
681	160	3	25.12
104	381	3	8.44
156	140	3	8.11
102	837	3	11.04
2871	14	3	12.04
377	14	11	17.99
173	706	3	26.73
101	312	10	37.67
104	277	4	9.99
147	108	9	17.21
409	14	14	35.76
1401	14	3	4.59
207	108	10	39.4
291	101	5	10.48
127	147	7	20.8
438	14	10	17.73
514	297	3	31.54
203	102	6	8.09
114	1134	3	19.79
105	254	9	40.22
186	101	7	8.24
141	647	4	32.48
156	125	3	5.38
113	266	3	9.26
719	14	8	20.1
1645	14	4	11.34
128	106	7	4.68
1015	14	6	15.67
160	116	6	14.73
170	321	3	20.69
119	110	30	83.33
154	106	5	6.25
2100	14	3	7.83
321	262	4	38.11
556	146	3	22.24
106	418	4	17.35
106	359	8	44.69
105	1021	3	16.74
1328	14	5	14.96
449	114	3	13.66
118	132	9	18.22
1361	14	6	24.09
102	936	3	11.86
2142	14	3	7.83
102	1072	3	12.84
107	539	3	13.14
150	481	5	41.92
127	153	8	28.75
114	3045	3	29.29
110	206	6	19.53
101	1595	3	15.07
1131	14	4	7.36
104	379	3	8.44
719	112	3	16.34
359	1	3	12.68
186	159	3	13.24
167	110	4	6.11
116	143	52	324.11
2881	14	3	12.04
646	14	11	37.58
1704	14	4	11.34
536	14	5	4.42
129	101	46	102.06
1652	122	5	52.75
2554	332	3	47.96
153	135	4	10.97
181	123	20	128.93
611	14	8	18
505	14	5	3.86
2442	2739	3	66.04
113	1020	3	18.74
104	631	3	11.89
103	391	5	16.82
103	443	3	7.62
102	426	4	11.23
195	181	3	16.67
219	259	6	54.07
105	1032	3	16.74
444	14	6	5.19
316	101	8	26.08
1765	133	3	26.97
200	108	11	44.4
1539	142	3	29.05
860	114	3	17.93
273	114	4	14.89
400	122	4	22.34
118	126	6	6.49
867	125	4	31.06
241	151	23	228.58
141	289	6	41.3
181	138	3	10.75
121	119	7	7.39
312	104	3	7.01
103	1576	5	38.68
188	135	3	9.77
2811	14	3	12.04
110	1123	3	19.21
992	14	8	32.12
470	120	4	23.57
101	350	4	8.7
152	159	15	97.67
103	737	3	11.28
2241	14	3	7.83
733	101	4	15.79
104	193	7	15.39
134	193	3	9.71
402	101	3	5.99
890	14	9	36.14
2208	14	4	16.06
103	604	5	22.68
110	485	3	13.48
186	132	3	9.23
1816	112	3	22.41
938	14	4	6.12
117	262	3	10.14
131	268	5	27.54
2193	14	3	7.83
1271	14	3	4.59
3066	14	3	12.04
967	14	6	15.67
1350	122	5	47.36
168	111	4	6.4
102	958	7	45.83
122	255	3	10.85
210	106	3	5.15
118	247	3	9.95
187	114	3	5.4
118	101	24	13.11
118	172	4	9.01
1718	14	5	20.08
220	2182	3	38.73
633	14	6	9.19
101	736	3	9.85
125	160	4	9.32
172	611	3	25.94
198	156	12	90.66
294	146	3	16.86
148	137	3	6.74
153	108	12	33.42
111	259	3	8.65
592	21	6	39.92
191	102	18	56.12
1791	14	5	20.08
125	409	7	51.08
169	113	18	83.34
101	699	3	9.24
481	116	3	15.18
691	14	9	26.28
1656	14	4	11.34
104	306	3	6.81
3030	14	3	12.04
724	180	3	27.82
122	110	9	8.47
162	228	3	16.03
123	132	8	17.57
868	14	7	19.15
253	110	4	13.07
110	534	4	21.7
697	102	3	9.71
346	14	22	75.17
123	258	3	11.49
267	149	3	16.54
252	128	3	12.3
849	172	3	27.97
103	1986	3	18.75
101	472	9	43.55
3038	14	3	12.04
131	121	6	8.94
2157	14	4	16.06
845	104	3	13.83
175	106	4	5.72
1149	14	4	7.36
203	111	3	6.02
104	228	5	11.29
130	143	14	60.19
955	948	3	44.87
406	109	5	26.16
490	14	14	44.74
628	14	8	18
214	114	4	11.17
2442	2738	3	66.04
105	979	3	16.74
132	138	3	4.47
101	833	3	10.56
125	130	5	7.12
102	501	3	7.79
102	308	9	33.15
163	145	3	8.72
2	161	8	35.64
129	102	30	47.63
2659	14	3	12.04
1790	14	3	5.89
160	139	15	89.46
430	14	11	22.13
125	484	4	25.49
121	288	3	12.01
105	675	4	22.02
459	14	8	11.21
173	135	3	8.41
1653	14	3	5.89
132	180	3	8.85
1053	101	3	12.35
178	101	9	12.5
102	1289	3	14.03
212	172	4	24.06
1684	14	4	11.34
109	410	3	12.38
548	14	11	30.49
3029	14	3	12.04
2092	14	3	7.83
217	118	3	8.57
161	128	3	6.08
105	1117	4	26.79
127	110	10	13.72
111	997	4	27.55
126	593	4	27.46
189	118	5	16.14
245	14	13	9.06
108	1052	3	18.12
110	360	6	31.93
14	2	41	8.49
283	726	3	33.92
642	108	4	21.7
280	14	32	119.89
3131	14	3	12.04
122	153	5	11.85
111	872	3	17.56
168	158	3	11.22
497	187	3	26.11
107	466	4	18.34
101	227	9	20.89
227	1007	4	47.14
256	116	3	9.9
151	2126	3	32.6
1819	146	3	31.75
127	117	6	6.35
374	581	3	34.78
117	143	18	70.25
127	369	3	15.39
3058	12	3	33.71
130	550	3	18.89
1681	112	3	22.41
165	106	5	7.17
2328	14	4	16.06
1138	14	7	28.11
108	491	3	12.42
327	145	3	17.67
145	166	3	8.97
163	125	7	24.29
665	269	5	61.1
1701	14	4	11.34
320	156	11	104.1
103	426	6	24.02
104	654	4	18.45
106	1554	3	20.76
133	137	5	11.42
118	102	25	17.49
1019	102	4	18.71
1472	14	4	11.34
106	137	15	36.54
149	102	41	137.29
102	443	4	11.23
151	129	3	5.39
101	735	5	22.57
519	142	7	62.94
219	337	3	25.17
824	203	4	44.01
173	108	16	64.02
106	124	8	5.32
1628	109	4	33.26
1406	14	4	9
195	104	14	51.14
268	123	21	179.28
1371	14	5	14.96
133	124	40	220.23
128	119	6	7.51
109	114	16	19.41
1639	14	4	11.34
218	162	5	31.18
154	119	3	4.03
155	965	5	52.4
102	737	3	10.33
139	133	3	4.57
989	14	7	22.37
103	907	3	12.83
1513	147	3	29.75
107	1266	3	19.21
235	14	13	7.33
122	109	14	22.58
106	732	3	15.37
918	14	4	6.12
1976	14	4	16.06
126	495	3	17.66
139	385	5	36.53
102	485	4	12.2
154	179	6	33.12
1080	14	4	7.36
1160	14	7	28.11
102	1513	3	15.57
105	1915	3	22.74
114	415	4	19.74
795	117	4	27.35
130	592	3	19.38
894	102	3	11.04
110	444	5	27.46
167	123	3	5.96
1710	14	4	11.34
131	162	6	20.83
131	313	3	14.93
152	140	9	42.04
189	520	3	26.29
151	992	4	38.41
216	124	11	65.12
101	337	3	4.75
168	145	4	14.64
155	137	8	35.52
778	14	9	29.93
3097	225	3	43.47
2608	14	3	12.04
257	101	10	30.06
472	731	3	38.39
439	14	10	17.73
1429	14	4	9
1770	14	4	11.34
168	102	14	26.47
478	121	3	16.12
189	104	6	11.24
155	124	14	64.75
122	147	6	14.12
131	254	3	12.7
718	14	5	6.65
1648	14	5	20.08
139	180	3	10.7
152	125	3	4.95
113	223	4	11.83
545	14	12	37.28
103	822	3	12
123	125	10	22.61
323	104	3	7.44
110	376	3	11.78
219	1321	4	50.08
2136	14	4	16.06
105	743	5	31.62
121	106	8	3.89
102	339	9	35.62
145	110	8	14.87
101	622	4	14.08
244	14	11	5.13
132	109	7	7.38
1325	14	4	9
1217	109	3	20.42
118	158	3	4.11
605	104	3	11.89
1420	119	3	22.64
212	291	3	23.3
777	225	3	31.26
487	288	3	30.9
2179	14	3	7.83
120	1082	3	21.55
861	149	3	25.45
109	262	3	8.43
118	116	19	46.05
548	112	3	14.73
112	149	4	4.45
2989	122	3	31.64
189	299	3	22.04
1729	14	3	5.89
122	138	15	57.24
104	202	8	21.21
307	757	4	49.33
2456	2150	3	61.54
489	158	6	54.89
12	108	8	8.03
186	145	3	11.31
105	238	3	6.19
1428	149	4	41.57
106	1096	4	27.1
1405	116	3	22.18
1879	14	3	7.83
152	102	14	19.92
1498	106	4	31.62
111	784	6	44.49
105	209	3	4.87
2376	120	3	31.07
186	102	5	4.03
143	259	3	15.12
452	14	7	7.96
104	229	3	4.14
104	114	57	136.94
134	114	17	47.25
101	260	19	87.25
102	2143	3	17.75
266	1	3	9.91
2788	14	3	12.04
1209	14	6	18.64
151	14	79	144.85
829	253	3	33.44
102	361	3	5.62
1033	14	8	32.12
140	106	9	14.88
102	496	3	7.79
852	175	3	28.36
120	2622	3	31.07
138	2337	3	35.56
101	1999	3	17.25
164	118	3	4.47
1346	14	5	14.96
3205	14	3	12.04
241	304	5	47.8
181	117	5	15.05
196	326	3	23.42
121	270	4	17.37
2738	2524	3	66.04
276	106	3	7.96
370	138	4	26.67
125	204	16	104.96
102	349	3	5.39
246	14	14	11.36
2224	14	3	7.83
294	430	3	30.33
118	142	4	5.05
128	110	18	45.06
3028	14	3	12.04
114	883	3	17.93
1129	116	3	20.95
129	14	74	39.99
2126	14	4	16.06
1008	14	4	6.12
2995	14	3	12.04
111	2947	3	28.92
1216	14	3	4.59
2323	122	3	27.15
121	133	5	6.16
154	110	8	19.1
161	1669	4	45.75
1017	119	4	30.2
102	758	3	10.33
582	14	12	41.43
111	847	3	17.56
1654	14	3	5.89
529	118	4	24.48
111	3260	3	28.92
123	157	3	5.11
323	134	3	15.65
156	114	4	5.59
113	152	18	72
165	138	3	8.55
329	101	3	4.54
171	244	4	26.31
113	507	9	67.75
130	219	3	10.9
1789	14	4	11.34
799	14	9	29.93
197	102	14	38.92
1756	14	4	11.34
162	102	14	23.31
105	571	3	13.38
216	108	3	5.56
425	110	5	26.81
155	108	5	6.45
230	101	5	6.76
101	308	7	20.81
764	14	4	4.33
108	745	5	32.26
104	139	14	24.5
104	273	3	5.76
113	358	6	32.38
110	565	4	22.38
138	135	5	12.64
123	160	5	13.12
103	736	4	17.74
102	729	3	10.33
520	14	5	3.86
2073	119	3	26.44
116	101	37	38.74
126	850	3	21.16
