224	7433	6
322	6263	3
134	8332	1
5632	3011	9
108	5907	7
1610	1702	8
103	3427	0
553	4968	3
19304	7202	2
185	9386	0
4640	8885	6
3430	7304	4
307	6645	1
112	3156	5
21	6169	3
14	3362	9
103	4004	0
386	4962	5
1071	345	6
3082	7006	4
3283	3036	4
4228	6657	1
112	8401	5
175	3798	7
110	1047	1
5435	5188	5
6035	6853	3
207	4959	7
17327	8947	2
146	9259	5
412	1552	6
3153	5540	5
347	4745	0
260	7310	4
583	8704	5
452	3884	5
2051	4371	1
124	1052	6
279	2269	3
2156	3288	2
208	2293	6
19364	5762	2
112	7931	5
108	3860	4
4294	8049	0
14169	7315	1
14	9284	7
268	4019	3
14318	2128	4
15442	3672	4
318	8177	0
269	4013	2
1095	5472	3
5130	2933	4
14	3976	7
107	2681	0
6324	2997	1
171	6575	0
394	1461	4
112	437	6
109	3100	4
14	195	10
2959	176	5
18383	3719	1
226	9486	3
14	8973	7
154	531	0
14	8160	7
19512	310	3
132	7370	4
15922	9833	0
1686	2864	7
9231	8330	5
101	6625	5
1391	7244	2
144	5260	0
1038	3116	6
102	8870	1
1280	322	1
256	198	0
7355	4461	3
14	3855	5
17748	320	9
149	804	5
14	6889	5
14	9954	8
1911	7102	1
14	6671	8
14	1900	7
14148	7218	3
115	3918	5
9116	8381	3
337	6867	3
104	5068	2
113	8254	0
785	4967	4
672	6263	9
6106	2808	7
423	9899	10
116	1740	6
132	8072	3
14	4173	7
3578	4603	0
108	4630	4
10425	8878	1
12946	2641	3
105	1890	0
329	5676	2
14273	5977	9
14	2027	5
1761	236	4
138	340	7
1693	5723	1
249	8561	4
2306	8893	1
8992	5575	7
367	3362	8
19908	6763	6
14	5892	7
165	3644	2
14	9068	8
137	1081	3
14	738	7
105	1445	0
4917	4227	8
1393	6818	5
104	8896	1
12	619	1
3089	4915	1
4425	7117	5
351	2665	7
2934	3626	3
5249	9194	2
2284	446	3
919	7249	0
113	477	1
9695	119	2
578	8209	1
106	5728	2
1575	2406	5
421	264	0
18755	4490	9
506	3102	3
14	1793	9
371	9605	1
8461	2403	1
119	8516	4
2998	2587	8
101	5378	3
219	6753	1
217	707	0
16142	2916	5
104	6500	1
425	6919	0
276	832	3
746	7101	0
18516	4688	5
633	727	7
102	4776	7
1	1774	6
14	4704	11
2224	4743	6
2611	7829	5
3899	6607	1
3915	6954	0
14	5667	5
373	4177	0
1544	6617	1
123	4277	3
232	2527	4
1010	5070	4
7682	6475	3
131	5485	0
13654	4065	9
15732	4541	1
9455	1206	5
109	4286	4
454	9312	0
19034	9441	3
113	9808	2
1597	3318	6
1	7433	7
4769	7487	7
14	5796	7
14	3081	10
18034	7204	3
436	1516	3
3984	8395	3
106	9356	3
5185	94	5
17707	8896	8
105	1730	0
14	3790	10
102	2016	3
400	5187	3
6660	1096	5
112	5631	7
145	6720	4
1137	1577	3
125	4438	4
21	9302	6
1970	7505	5
200	870	0
3889	4085	1
17165	6835	3
229	9500	2
183	6890	9
101	5099	3
261	1463	2
125	5009	4
14	8742	4
16	6876	7
209	2718	4
1592	6785	6
121	3088	4
860	3178	2
349	4076	1
1918	7119	3
5335	8950	4
18089	8068	1
101	6794	4
514	2273	2
13807	5126	3
18758	1824	1
106	3662	7
439	526	6
1504	5035	4
121	7288	4
146	3297	10
3273	7790	3
137	5240	5
126	346	2
251	606	3
108	3647	7
231	3387	6
652	8462	1
4608	323	10
13723	5870	10
7577	1191	7
9279	9893	4
117	4429	5
440	3138	7
103	3588	0
167	1664	4
14334	4989	5
104	5993	1
112	283	2
11955	9457	5
18168	5813	1
15511	6815	2
16563	5456	6
14	1031	6
111	6938	5
135	7589	7
101	4841	6
2589	9832	2
103	3267	0
1101	4574	8
150	9738	0
6576	3057	1
8510	7002	6
20262	9218	3
1496	4776	0
6363	2357	7
228	3463	3
9260	955	3
931	2690	1
172	9827	6
184	5611	3
13811	8521	6
1079	6635	0
1799	9883	4
393	9819	7
102	8518	3
112	5619	6
14	4939	8
126	790	1
14701	5569	5
1948	443	5
2500	1849	2
14	9700	7
14222	3536	8
117	1006	4
109	9840	4
10447	1609	3
248	3864	4
712	8328	2
4309	5976	4
16313	5012	6
1090	2451	5
107	2334	0
126	9211	4
14014	8039	5
118	1540	2
14	2401	7
207	7641	4
15912	4479	2
3724	3386	1
14979	4756	9
577	5778	1
2733	4132	1
110	5016	5
224	1065	7
152	1375	1
15984	9916	0
104	2784	2
102	8966	1
102	6181	3
1269	2730	6
11862	3792	1
19308	124	2
17207	8208	1
149	9809	4
125	7171	6
102	730	2
103	3772	0
103	3195	0
3767	5367	5
15118	9115	0
177	1475	6
17574	546	6
607	210	8
2	1698	0
6210	3573	2
14	1656	6
434	3727	5
12	7350	1
8251	5815	2
977	2466	9
14	7829	9
2479	5046	0
7305	9092	5
101	8211	3
8182	8755	5
127	2249	2
211	297	0
427	7337	0
1379	9896	5
14	1791	4
102	4786	2
186	88	0
168	7358	1
6821	162	5
13202	5289	4
114	4529	5
101	1840	4
772	4842	6
6751	3890	6
21	9004	5
14	7030	7
16	5006	3
14	7352	5
21	9442	7
199	7024	0
129	9598	4
1385	1825	5
521	1538	3
327	9369	1
1029	2121	4
107	2913	0
11710	3345	4
148	6781	0
1341	2414	2
1553	7164	0
12165	7731	0
107	2470	0
9596	6077	0
13001	3952	1
14	8850	5
198	1364	1
112	2020	6
1432	9152	2
3779	322	5
14	7153	5
14	348	8
1378	7312	5
113	78	2
3186	8541	3
6340	2278	4
14	5757	8
402	6333	7
14	2846	7
2401	1570	4
125	394	5
14299	3750	9
18528	8396	1
14	8725	7
116	2169	6
362	6863	0
449	5670	0
272	9974	0
126	2767	6
167	1398	2
842	9241	5
18927	651	8
111	5510	3
2293	9503	3
131	5589	0
174	8995	0
1201	8871	1
14	9533	8
1494	4726	0
14	6608	8
2846	9819	0
122	2251	4
9733	6123	0
428	3241	7
14	4437	7
598	4564	3
1	9301	5
20425	1696	4
232	5479	1
118	8218	2
113	8486	0
2644	330	3
147	9521	3
152	8582	1
140	4622	4
102	9717	4
9485	2203	5
14	1652	7
145	7935	2
114	4410	6
489	136	1
520	6287	1
14	1018	7
325	4987	5
110	10	2
1530	2600	5
3053	138	5
218	4702	0
14255	2690	7
15209	3921	5
569	6137	5
1587	4531	6
2086	2139	3
17115	2124	3
105	1658	0
465	14	2
13784	6089	7
4820	4653	2
909	7039	4
937	2453	5
129	5488	2
187	1200	3
14	7034	6
280	1227	5
13831	1670	7
14	7348	4
703	2511	6
14	8281	4
7769	4524	2
103	4473	0
10013	4748	10
109	9219	5
106	7063	5
9476	4559	5
4066	7421	0
324	1793	5
14	6589	6
16212	1609	5
294	3095	5
173	5944	0
122	35	5
864	9951	5
815	8325	5
15371	2358	4
170	337	2
3652	1007	5
2035	9295	3
388	9254	1
1037	2706	3
122	2949	2
147	5306	2
104	9361	1
21	8544	6
381	3282	8
167	2492	2
113	8326	0
389	36	0
14694	9505	2
3516	8572	4
1656	7559	6
866	7417	5
14	2004	7
2504	5770	0
114	7858	1
10801	391	5
4956	1134	9
14119	4954	1
135	5911	1
14	4789	5
14	5499	7
480	2330	5
2189	1732	3
129	7359	1
14	1875	5
121	3201	2
14	157	7
1059	2397	1
14	9949	10
2707	8123	2
14	8467	8
13651	6964	1
105	2010	0
16255	8236	5
5803	8745	7
433	1574	5
3314	3134	5
235	8999	3
7904	9876	2
1788	6876	5
356	210	1
1027	5198	6
146	9906	8
560	418	0
413	300	3
815	8485	5
141	4975	0
273	4248	3
175	8494	2
367	6294	4
17089	367	2
13520	8603	4
1362	6404	5
2488	1505	4
14976	1127	3
103	4313	0
2352	7033	8
195	4256	0
9409	6015	0
112	3082	8
1	5817	4
1355	708	5
824	6334	0
1182	8010	3
101	4724	1
442	2552	3
476	1914	3
101	7058	4
2384	2739	5
513	4244	3
101	2490	6
713	8723	1
164	4078	0
2573	4975	3
1831	177	4
271	4661	2
8994	2686	10
5139	6205	6
4340	8667	0
5649	3036	4
146	1434	8
1307	8486	5
103	3547	0
177	6820	3
9561	253	4
1005	6361	3
363	2669	2
117	1777	2
103	3868	0
19594	2865	5
21	9292	3
1131	4920	5
225	2585	3
621	3807	1
16931	1933	6
101	9402	1
400	5463	2
177	7753	9
2175	1257	6
6151	2889	6
14	9937	11
14	8479	9
879	9116	1
6549	2273	1
108	6404	2
114	7737	2
123	782	2
14	6064	6
14	3357	11
109	450	5
4225	2207	4
14	7313	3
164	4139	0
176	5025	2
136	5184	0
4994	8346	1
14	2617	5
14737	5907	5
13886	4754	5
14	8159	5
106	3354	4
477	4056	5
183	339	5
11528	5285	4
3306	4391	4
2324	7632	1
2238	6453	1
338	9511	0
129	2587	6
10781	4913	1
107	2753	0
121	812	2
4059	1549	2
467	2363	2
261	1002	3
4737	888	3
431	6799	3
17108	5080	4
140	4651	3
137	5484	4
14	6294	5
352	9467	0
146	5976	6
902	3009	1
14	252	8
102	755	4
14	9916	5
14	8562	7
313	6643	2
176	6542	3
104	2367	2
18928	3638	4
14	5707	5
3074	2085	3
14	4485	7
7061	473	2
14	3302	8
224	7690	7
108	9234	1
2716	8078	0
14	1123	7
264	8765	1
4229	7620	2
1770	3955	4
101	1899	7
17129	8156	5
226	1321	3
102	193	3
109	1328	4
132	6985	1
1596	1648	3
126	1909	6
14785	5932	2
19433	4621	5
101	5443	5
4648	2797	3
14	5836	7
14	3169	10
109	190	4
11848	1935	3
19043	819	7
3068	115	1
1489	7607	5
101	9067	8
220	8999	1
101	34	7
2692	7624	5
105	1706	0
7519	1057	0
20168	5215	1
117	515	3
108	3929	3
213	2146	4
241	3111	5
1273	7318	0
14	3750	10
311	9158	0
114	7884	5
162	6740	4
103	4521	0
109	5329	2
378	918	3
152	8863	5
