1510	9790	3
12785	7946	0
102	1222	5
2111	3743	4
108	575	2
125	2800	3
151	3869	9
9924	5127	10
112	6747	8
1133	2927	3
1	5390	4
117	2795	2
15329	5910	4
10382	6910	0
7810	870	5
14	1161	11
19859	330	1
5489	7982	1
1083	3639	1
942	8022	0
286	1338	1
6360	3002	1
225	8480	4
2762	5639	7
125	6130	3
1728	3806	5
110	7830	4
9790	5912	2
103	3692	0
19358	791	2
113	4927	6
112	727	8
109	8735	2
857	9519	2
397	4071	2
2914	2147	6
196	8600	0
963	4581	1
702	6267	4
142	9083	4
8982	5797	0
300	455	4
14	1704	6
11045	5144	5
155	8220	5
101	8835	1
103	3243	0
7059	4241	7
15597	8997	4
104	5574	1
3380	9142	4
126	2518	2
152	8986	2
111	2037	2
14	4366	4
4720	8130	5
16506	599	3
671	314	1
3913	6948	0
7156	1282	6
646	2131	6
104	3144	4
906	2110	0
8489	5237	0
16569	3271	3
103	3042	0
557	6006	4
9903	6185	0
101	1198	2
130	2016	7
8340	3303	1
180	6463	4
4237	8827	3
864	8653	6
1252	5049	2
1325	5619	5
2659	6022	8
303	380	7
102	7940	3
107	2422	0
3011	3027	2
14528	8107	3
130	1895	5
14	6945	5
14	396	8
451	8523	5
109	1205	3
14	9483	5
14830	4396	8
498	9418	3
104	2696	2
402	9038	5
5713	7711	3
144	5444	0
1918	5507	5
13383	6282	7
667	949	0
8425	6892	8
9809	5488	7
329	7662	4
111	5693	2
19567	4016	3
104	5032	3
135	1728	10
21	5721	4
1188	9932	3
376	2937	5
15212	2858	1
266	8635	3
172	2537	6
103	3339	0
14571	8775	0
11219	8420	3
101	9453	3
8363	2932	5
18171	9821	5
3235	9246	7
4313	2777	1
1255	7197	2
13534	7068	1
14	6892	11
15196	8298	4
1007	3906	2
101	5030	4
2915	3047	2
14	4713	4
166	5507	2
102	1251	2
132	6309	2
2101	2796	9
101	6720	1
805	231	0
119	9859	9
101	1159	4
247	9457	4
4905	6505	1
721	6971	4
14	9186	5
890	4435	3
13	8747	2
3510	9437	4
242	5487	3
3095	4263	5
838	8075	0
14	3367	7
107	2262	0
182	3336	4
1012	4981	1
101	4491	8
2131	1475	1
171	6599	0
102	4236	4
1172	6521	4
107	2577	0
14	2094	5
238	5870	6
14	9963	7
21	1052	8
19256	7410	7
14	1893	8
6826	1423	11
2770	8764	0
8269	7240	2
2582	8009	3
18094	1196	4
108	5874	1
14	5901	8
14	2670	7
144	5348	0
102	6637	3
10543	7068	0
121	2717	5
8283	8678	5
14084	9001	5
101	3752	5
3200	4820	6
6081	2271	10
14	44	8
130	1735	5
101	8301	7
229	6773	1
115	6530	2
17895	498	5
245	1498	9
108	8379	3
322	6163	2
127	6621	3
376	9648	6
1	2343	7
102	8102	6
14	1796	7
9174	4087	4
113	8278	0
114	3725	3
102	2624	6
4870	339	2
8812	1546	1
104	4451	2
238	6124	3
181	4824	2
14	1475	7
907	3020	2
975	375	3
127	8249	1
4687	1499	4
14	1923	5
105	1802	0
207	5365	4
12310	6105	6
494	3051	1
11967	9471	4
8153	6076	4
101	1612	5
114	5891	6
13731	3036	5
798	5621	4
10878	176	1
3740	5807	0
108	534	4
363	2614	1
147	7458	3
7561	505	2
2	8314	4
4284	4932	5
14	302	13
10931	6198	4
7530	1234	3
108	8955	1
105	1485	0
10625	8140	5
114	7909	3
12768	4686	3
10737	8998	3
500	3346	6
7772	6579	2
11304	7266	0
189	6251	0
2444	8127	1
102	2894	2
104	7749	1
169	3591	2
341	2340	9
111	8435	2
2805	9248	4
9794	5292	6
4709	4699	6
14	3371	6
193	3098	4
14	7620	4
14668	6296	5
20193	1947	3
114	1637	2
14	8068	6
1285	3867	1
14271	3385	6
1449	783	5
14	5889	9
258	5545	2
7977	2894	0
153	4310	6
4821	4124	2
17865	8937	2
19193	8583	5
109	3327	7
1587	4874	2
17584	1918	2
21	9497	4
15908	9124	2
598	8495	2
834	4497	8
1008	1936	8
16930	3270	5
125	7936	7
14	3897	8
13540	1108	5
18533	3789	1
14	5524	5
113	8430	0
8493	9068	3
14	114	5
102	7966	6
17847	2931	5
7752	6608	7
176	3906	4
4205	7107	1
174	8939	0
4048	9774	2
114	9721	3
2034	2782	1
102	6679	4
393	8679	0
180	4612	4
190	9576	0
1421	2132	3
326	4688	1
14	2608	10
197	4653	0
16866	1980	3
14	4030	10
10467	7231	1
105	1970	0
128	1857	2
109	4425	6
5400	5947	2
543	8072	8
14	6303	10
14	562	7
646	2944	7
105	1397	0
12047	5066	2
8137	6041	6
170	6302	1
5198	3304	6
117	3379	4
129	5425	4
555	3017	6
4059	1774	1
7022	6702	2
9785	6152	3
141	4871	0
14	3639	12
2215	7179	1
14650	1537	4
553	5492	4
126	1891	2
173	5872	0
101	8286	4
5270	4315	1
205	6727	3
113	5355	1
133	7903	2
108	3343	5
108	480	2
8679	6812	4
14	3312	12
116	3123	7
1218	8776	1
265	7759	0
119	2783	6
132	145	2
621	8560	6
578	9551	1
3183	1219	5
120	2299	2
7075	9484	2
1819	2594	7
9847	7732	3
14	8470	6
118	5456	1
10334	674	5
194	6474	3
129	7966	5
15144	9121	0
14	2077	6
18559	7623	3
874	4012	2
777	8300	1
1009	2650	3
122	8577	2
185	9338	0
103	3507	0
123	1768	2
16656	2376	4
14	6519	3
726	4821	5
4148	7882	0
14731	5202	2
104	5342	1
142	4705	3
6839	6687	2
156	1327	2
986	5494	1
14427	3133	4
19752	6220	4
14	1399	6
128	1293	1
11993	9163	8
684	4451	5
110	1671	3
4990	87	5
101	7601	1
103	3956	0
11814	7522	0
14	5407	6
236	6541	0
496	3196	1
119	5978	4
17321	1146	2
390	2946	0
763	5082	3
306	931	4
6554	3056	1
5357	8220	9
212	2403	3
11227	6027	7
5052	3669	1
101	8667	3
1051	1354	4
2220	6450	3
251	4493	2
1368	4982	4
2	2699	3
1120	9403	0
161	6414	0
1029	103	1
300	1567	2
136	5160	0
116	4159	3
122	3336	3
101	7800	5
14	9050	5
19362	8765	2
673	1289	3
14	6846	7
14	2013	8
403	5384	4
1053	8332	3
102	8246	3
2144	3595	6
15247	6133	6
121	836	2
107	2729	0
105	2079	0
110	9735	8
108	9158	6
103	4285	1
137	1836	6
5179	3891	2
158	9387	2
10246	1231	6
14	9181	7
176	4096	6
6942	831	8
21	9645	5
201	1498	4
104	7345	2
20118	2750	3
2421	8497	4
114	6328	2
297	631	4
14546	6821	3
2120	7669	6
172	5361	3
18182	8659	3
103	3796	0
5326	7808	2
246	1675	3
146	347	10
2921	5020	4
1039	6586	5
103	3091	0
222	9969	2
739	4320	7
188	9464	3
16206	8774	3
124	1836	4
905	1162	3
791	2722	5
317	2125	0
12	5567	6
101	1439	4
4653	3139	1
9727	6117	0
110	110	3
894	637	3
2307	5078	1
14	2843	9
2787	8915	0
211	321	0
7414	6518	1
1812	4391	3
15890	370	6
7714	8873	6
10866	3670	1
108	3145	8
5055	7085	1
186	48	0
14	7376	5
14	435	10
417	8515	2
3403	4667	5
130	6559	2
107	2825	0
259	8446	4
484	3907	6
148	6677	0
106	9689	4
14	3135	7
550	4660	4
14	4444	8
107	2510	0
3239	1443	3
178	7461	0
429	8206	0
241	1595	7
14	7703	5
9284	6513	6
139	1190	5
14	7255	7
15121	4339	8
2164	530	2
13728	8488	3
240	1266	0
451	1047	2
19775	3389	2
14	2481	7
1637	8613	3
1365	4127	3
102	9951	3
2266	3374	8
1599	3406	2
136	4801	0
17049	7738	5
10799	3657	3
133	6909	3
272	9886	0
14	8829	7
14	6494	5
182	1268	4
14	8859	10
337	2892	1
224	8799	7
131	5565	0
237	3993	2
865	9087	3
14	2960	10
118	8885	2
3226	7128	3
19441	6469	1
2668	3854	4
4063	1373	3
113	8526	0
101	5627	5
4698	8609	1
117	1522	3
15302	6587	3
14	5114	7
104	4796	2
121	8971	2
122	9071	4
323	9191	0
109	8300	3
2235	2719	4
11437	4921	1
9500	8934	4
126	8297	3
3695	3344	1
477	6324	2
137	647	1
14	1116	5
163	3815	4
6299	6614	4
4776	2071	6
101	7322	2
12737	9667	3
115	7766	5
10115	8266	5
116	1851	4
11603	5180	3
135	1428	9
118	7126	2
135	4369	3
422	850	0
114	1075	4
117	699	3
17131	2792	4
105	1554	0
590	6790	7
156	9568	2
14	1649	9
1354	9080	3
14	3828	6
14164	7674	6
10441	6975	0
19660	1829	5
103	4369	0
17343	4623	5
9283	9587	3
2448	1071	3
1078	7059	8
1002	3719	1
327	2303	2
2594	5090	1
1760	3381	5
106	5591	2
641	3545	3
330	1177	0
115	8693	3
8898	4881	1
14	1206	9
104	8029	1
168	916	3
14	9528	6
7278	643	11
8275	4779	0
304	4704	10
14	7061	4
14	6010	3
104	9790	1
104	6867	1
193	4930	3
140	1230	2
2853	8870	2
2632	9164	2
1721	6620	3
1047	8045	3
102	9939	2
7405	6662	3
1289	9806	4
10081	3882	5
978	750	5
227	4145	5
694	9241	8
183	2865	3
274	923	5
16521	2211	2
13012	893	5
2544	3469	4
812	3844	2
132	6897	3
3558	8914	6
7628	8670	3
988	1822	2
19588	7778	6
175	2531	4
9661	7653	3
3450	3904	6
817	5764	0
105	1941	0
523	9272	6
264	4999	4
8124	5627	4
915	3649	1
1191	217	4
1438	2049	4
693	7860	2
2384	3058	1
1724	2530	1
18040	68	3
10657	5231	6
482	8562	1
113	8393	0
135	7422	6
132	8533	3
106	2969	3
959	7972	1
221	1332	0
1592	8699	0
1013	6150	1
14	9749	8
8716	1046	3
18609	2612	5
102	6704	4
17615	5298	5
8647	6947	5
377	1446	5
14925	8910	0
118	8159	2
7831	1500	1
14	6004	5
197	4618	0
111	399	3
5092	219	3
190	9551	0
5973	1130	8
195	4335	0
2218	1133	4
17052	5079	6
2980	9644	4
112	1216	7
266	5997	1
1593	919	3
292	1256	2
3606	2714	0
1256	7523	3
604	3094	1
10085	6346	0
114	435	2
101	5938	3
663	7434	1
5674	2839	8
121	5646	1
1276	7423	0
3254	5864	3
104	2428	3
101	2997	4
1254	6144	0
183	4920	6
412	5450	3
14	3508	6
282	3119	3
109	8421	7
16904	8839	2
114	4735	8
141	4896	0
184	3120	3
118	5943	3
135	8477	2
14	8630	4
6463	330	0
4266	6611	7
1246	5235	4
9217	9413	1
528	6270	3
12	7836	4
1170	7004	5
12082	6667	4
128	2247	3
1218	9633	3
103	4246	0
363	835	5
5394	4857	2
128	5442	1
150	9626	0
2670	5409	3
118	2165	1
14	2360	3
128	611	1
145	923	4
742	192	7
14	4721	6
103	3476	0
424	5973	0
12	6807	3
115	4021	4
13950	8648	0
108	4845	5
20196	8070	4
181	5509	1
14	4882	12
101	5815	4
103	3923	0
14	2587	11
18337	8395	6
712	60	3
711	4089	4
124	4448	8
698	6002	1
12	6129	2
1111	6108	6
143	9245	1
106	2588	4
1419	5011	5
1015	7840	7
106	1779	3
354	2139	1
1550	8786	3
21	9610	5
14	9971	5
15414	624	5
106	6899	6
14	5461	8
880	3771	1
147	3735	4
12834	1858	1
108	8075	4
101	728	2
115	6841	8
101	3639	5
17237	8080	1
1541	3620	1
161	6441	0
1400	8942	5
136	5135	0
14	4315	8
4698	2095	4
14	8080	5
1731	1136	4
342	5296	1
12789	4439	3
14	9085	5
162	169	2
145	213	2
2990	2399	2
11628	9423	1
14	9844	7
119	3386	5
122	6670	3
107	2702	0
365	8797	1
984	1307	1
16619	6606	2
16106	1758	7
12	8788	3
104	2526	6
128	5669	1
2584	2546	1
3204	2289	3
7840	3877	5
14	5727	6
18905	2297	3
5900	3898	7
138	1985	4
139	7169	4
135	5300	2
193	4832	4
121	6852	1
103	3827	0
103	3124	0
113	8549	1
17197	6847	8
125	5546	3
14	2428	11
10718	9827	7
125	9640	4
2085	2299	6
249	2470	7
2145	357	5
2973	7003	6
4014	177	1
137	5806	8
4243	8019	8
8672	5440	5
240	1237	0
14	8349	7
101	3991	5
2683	3886	1
14001	6503	5
580	5744	7
4685	7940	2
2130	9037	2
703	1827	2
212	5610	2
14	7863	7
2667	2666	1
461	6412	5
101	5209	2
3529	4054	1
655	2972	1
9773	6735	5
8122	1819	2
1041	2519	5
3410	4302	3
2139	577	2
15227	724	4
15724	9618	0
107	2862	0
14	5052	8
106	7124	4
3529	9949	1
148	6706	0
6459	311	0
124	2093	7
5701	5976	8
117	9274	3
581	5944	5
290	2183	0
16979	6974	4
14	3030	5
107	2537	0
1320	8894	1
8963	7499	2
205	9702	2
14	8925	5
6748	3087	1
950	5854	8
14	7894	8
623	3926	1
18338	9802	1
322	8271	2
14	3326	10
130	3547	5
12588	1149	7
16009	9430	1
2	8517	4
979	2291	2
129	4543	6
1395	5157	4
5100	1990	13
104	5586	2
704	395	3
105	1589	0
149	5022	2
17598	9492	3
9858	9414	1
14	1724	5
114	9136	1
19649	4408	7
8192	4308	5
131	5530	0
432	9061	0
102	4273	1
8930	485	8
5708	1090	6
8538	7133	6
4612	3319	4
14	3774	8
20416	1232	1
5028	3396	4
4368	3386	3
1904	1553	1
3080	5207	5
972	2188	5
1375	8895	2
4770	8961	3
14	501	5
4961	6577	5
115	3609	5
9807	39	6
5997	3153	5
6766	5091	6
580	349	6
14	7292	6
194	5154	4
157	5542	1
19299	2216	5
108	8205	5
18027	4458	4
4318	3656	7
4349	1932	1
14	5694	9
9620	3702	3
158	3115	3
160	5257	2
1129	7424	2
1070	965	4
112	1376	7
122	683	5
14	6965	6
102	919	7
104	6771	3
304	7563	5
103	4406	0
244	7135	3
2862	50	4
115	1777	4
1116	4477	1
6118	5419	4
2661	3440	8
698	5278	2
159	1326	2
570	8125	0
227	3217	2
16456	6977	4
102	9082	2
14450	8750	0
552	7709	1
3496	9390	3
127	2098	3
1529	3445	1
542	2747	7
2914	1056	2
1	2087	5
105	1677	0
568	7648	0
16	4155	4
1185	246	1
737	3205	1
875	6882	5
14	9674	8
1880	3241	1
122	4405	3
108	6687	1
14	333	5
4407	9064	2
127	8084	1
226	8426	4
215	6977	2
14	2504	10
19346	5888	5
10599	5723	2
1595	1405	3
7931	2162	0
147	3971	5
3492	9329	6
20115	1709	5
151	3898	9
102	9804	2
3917	6983	0
15495	7178	4
336	9238	0
1820	7062	3
1432	9019	3
14018	6036	2
14	7683	6
121	4639	3
124	9170	4
11845	8122	6
360	6000	0
365	9927	0
106	7918	5
250	6871	4
633	1270	5
288	5790	5
1824	286	1
17517	4571	5
1227	7647	3
15023	4770	3
8334	1164	3
103	4494	0
1720	2595	3
2	6999	0
18530	5847	1
1563	3741	1
14	8809	4
8663	2432	1
220	6018	2
111	8564	2
1	7946	4
14	2948	9
3115	6159	4
1130	222	4
3947	9918	5
134	2600	3
4385	7030	3
118	3172	3
12407	7864	0
20042	1330	3
1208	2116	1
16735	5476	1
117	5385	2
145	5989	4
101	7530	9
16865	2564	3
212	2715	3
19850	6090	1
11170	4532	4
158	2655	4
3307	5047	7
103	3013	0
2886	9274	5
110	7857	4
113	4888	6
103	3659	0
14	3277	9
1269	6261	4
1593	2796	1
14241	8723	0
2316	8146	6
102	6091	2
14	1096	6
116	5383	5
11513	222	7
102	5388	2
196	8639	0
134	6720	3
14341	4358	7
104	5601	1
16082	5437	9
124	5531	6
124	8791	3
12816	2716	1
103	3212	0
11004	7195	0
13434	3384	4
1559	9814	7
188	5931	2
711	1799	1
14	7368	7
2704	8187	1
14	8229	7
3646	7396	4
2664	7661	0
1540	6485	3
101	8128	7
124	9182	5
349	5039	5
371	9766	2
177	3996	5
5217	3786	6
15526	2984	7
443	4594	1
6191	2041	2
12375	311	4
123	9332	1
11012	4586	5
165	4817	2
128	2515	2
155	3383	3
101	1161	2
600	5890	7
8	2838	5
2026	8082	0
231	3896	5
2338	5971	1
14	7041	7
132	6764	4
14	8805	5
342	5544	1
312	1806	10
1141	6519	1
126	2751	4
107	2385	0
18781	7524	1
101	1614	2
101	2721	5
4727	4639	5
106	139	5
14	2275	9
943	3442	2
10383	6911	0
19372	8119	4
601	1228	3
279	6842	1
535	6035	6
15143	1980	4
20354	9631	5
128	2554	4
483	4438	3
121	3773	3
8014	2016	4
14	225	4
102	6211	5
106	7883	2
157	2363	3
833	6677	6
103	3372	0
13934	7959	2
1303	8797	0
151	2482	6
102	330	2
118	6309	1
839	6093	4
561	2174	0
135	5548	2
223	9414	2
14	4110	6
123	1200	2
458	5632	3
102	7498	7
479	6729	8
680	3818	1
782	7214	1
1719	3371	2
21	351	4
1676	4808	3
105	1377	3
111	5341	2
282	7732	2
154	604	0
111	3738	3
101	5441	2
7008	389	6
108	819	1
144	5315	0
136	5118	0
14815	2260	3
18985	6672	3
104	2831	2
17463	264	1
4081	8384	8
433	5948	2
10560	3634	1
3654	636	8
1922	6021	0
106	6731	6
101	6022	2
9971	1215	2
1564	5074	1
21	9522	5
14	7528	7
12692	1808	4
1983	3551	4
101	2030	2
114	6734	6
107	2289	0
107	2614	0
7435	7569	1
3485	810	1
8183	7378	5
171	6624	0
15137	3392	8
503	9047	0
122	9819	3
2313	6316	1
192	186	4
394	7411	3
105	1837	0
128	2014	2
16573	833	10
7017	787	0
529	1152	0
153	2294	5
254	2030	1
1334	2313	2
1164	7502	2
1383	9148	3
364	8169	0
139	5811	2
102	6671	6
631	9502	2
105	1514	0
114	7874	3
3022	898	7
14	6720	8
101	290	5
131	5701	0
1580	7859	6
14	4805	7
116	3941	3
13389	6245	3
1967	5529	4
101	3689	8
113	8305	0
103	3360	1
1374	4232	10
388	2298	5
14	4098	7
1358	178	3
19627	4119	2
139	1052	2
327	1766	1
101	1067	7
1803	2402	2
1040	5829	5
14	1508	7
2950	2401	1
19337	97	5
14	9038	6
126	5459	2
1501	1516	1
258	5518	2
101	171	3
1703	74	5
14	2629	6
109	340	10
146	9221	10
2685	1812	9
5238	6591	2
21	9534	4
101	6026	3
433	17	3
134	1637	1
3795	1883	3
141	5016	0
14	9161	4
113	5811	1
601	2913	3
15268	4481	1
12009	9783	2
3210	8860	6
1396	8988	1
1108	4036	1
1230	2357	9
247	9555	3
4181	5631	5
1895	5659	5
243	1124	0
14	2053	4
8783	5753	0
129	613	8
128	9914	1
132	5608	2
